channel_name,subscribers,video_num,total_view,vs_index,vv_index,cpi,genres,moods
956pm,606,14,81530,135,5824,1431,"Ballad (국내), Blues (국내), Folk (국내), R&B / Soul (국내)",모든 분위기
쿠잉 Cooing,595,16,295492,497,18468,414,"Folk (국외), Rap / Hip-hop (국외), R&B / Soul (국내), Rap / Hip-hop (국내)",모든 분위기
유앤지 𝙔𝙊𝙐-𝙉𝙂,3050,67,1529630,502,22830,4208,"Ballad (국내), Blues (국내), Dance (국내), Folk (국내), R&B / Soul (국내), Rap / Hip-hop (국내), Rock (국내), Electronica (국내), OST (국내)",모든 분위기
트러플리 𝐓𝐫𝐮𝐟𝐟𝐥𝐞 𝐏𝐥𝐚𝐲𝐥𝐢𝐬𝐭,578,24,109875,190,4578,447,"Blues (국외), Country (국외), Electronica (국외), Folk (국외), Pop (국외), EDM (국외), R&B / Soul (국외), Rap / Hip-hop (국외), Rock (국외), CCM (국외), Jazz (국외), OST (국외)",모든 분위기
#scene,596,64,250173,420,3909,1324,"Dance (국내), Rap / Hip-hop (국내), Folk (국내), R&B / Soul (국내), Ballad (국내)","몽환, 코믹, 희망, 모든 분위기"
뮤직로그 Music log,704,151,186148,264,1233,198,"New Age, Classic, 뮤직테라피, Electronica (국외), Rap / Hip-hop (국외), Pop (국외), R&B / Soul (국외)",모든 분위기
해피 유 이어 Happy Your Ear,560,51,173894,311,3410,693,"Ballad (국내), Folk (국내), R&B / Soul (국내), Jazz (국내), Pop (국외), Rap / Hip-hop (국내)",모든 분위기
힙햄,519,3,270033,520,90011,6063,"Ballad (국내), Blues (국내), Dance (국내), Folk (국내), R&B / Soul (국내), Rap / Hip-hop (국내), Rock (국내), Electronica (국내), Jazz (국내), OST (국내), Blues (국외), Country (국외), Electronica (국외), Folk (국외), Pop (국외), EDM (국외), R&B / Soul (국외), Rap / Hip-hop (국외), Rock (국외), Jazz (국외), OST (국외)",모든 분위기
hyuns 지금 이순간,544,81,95363,175,1177,110,"Pop (국외), Folk (국외), R&B / Soul (국외), Electronica (국외)",모든 분위기
나비_《蝶々》,567,10,484415,854,48442,1279,"Ballad (국내), Blues (국내), Dance (국내), Folk (국내), R&B / Soul (국내), Rap / Hip-hop (국내), Rock (국내), Electronica (국내), Jazz (국내), OST (국내), Blues (국외), Country (국외), Electronica (국외), Folk (국외), Pop (국외), EDM (국외), R&B / Soul (국외), Rap / Hip-hop (국외), Rock (국외), Electronica (J-Pop), Pop (J-Pop), R&B / Soul (J-Pop), Rap / Hip-hop (J-Pop), Rock (J-Pop)",모든 분위기
지의,570,41,53031,93,1293,903,"Blues (국내), Folk (국내), R&B / Soul (국내)",모든 분위기
아.,485,81,64057,132,791,2800,"Ballad (국내), Folk (국내)",
attractions,399,0,0,0,,1145,"Ballad (국내), Blues (국내), Dance (국내), Folk (국내), R&B / Soul (국내), Rap / Hip-hop (국내), Rock (국내), Electronica (국내), Jazz (국내), OST (국내)",모든 분위기
상록숲,461,9,68761,149,7640,11260,"Ballad (국내), Pop (국외), R&B / Soul (국외), R&B / Soul (J-Pop)",모든 분위기
나 가져 너가,476,10,527517,1108,52752,2064,"Ballad (국내), Blues (국내), Folk (국내), R&B / Soul (국내), Rap / Hip-hop (국내), Rock (국내), Electronica (국내)",모든 분위기
비터버터베터🧈,516,19,252155,489,13271,5945,"Ballad (국내), Blues (국내), Dance (국내), Folk (국내), R&B / Soul (국내), Rap / Hip-hop (국내), Rock (국내), Electronica (국내), Jazz (국내), OST (국내), Blues (국외), Country (국외), Electronica (국외), Folk (국외), Pop (국외), EDM (국외), R&B / Soul (국외), Rap / Hip-hop (국외), Rock (국외)",모든 분위기
유주씨 yujussi,461,9,60621,131,6736,1876,"Rap / Hip-hop (국내), Ballad (국내)",모든 분위기
ColdOil,447,26,134644,301,5179,159,"Blues (국외), Country (국외), Folk (국외), Pop (국외), R&B / Soul (국외), Jazz (국외), OST (국외), Electronica (국외), Rock (국외), R&B / Soul (국내), Rap / Hip-hop (국내), Rock (국내)",모든 분위기
Let's Nomad,444,66,135285,305,2050,102,"Pop (국외), Blues (국외), R&B / Soul (국내), Ballad (국내), Folk (국내)",모든 분위기
김도비,417,3,128280,308,42760,15338,"Pop (국외), Folk (국외), R&B / Soul (국외), Blues (국외)",모든 분위기
단잠 𝐈𝐧𝐟𝐩 𝐏𝐥𝐚𝐲𝐥𝐢𝐬𝐭,487,24,95913,197,3996,632,"Ballad (국내), Blues (국내), Folk (국내), R&B / Soul (국내)",모든 분위기
zZZ,436,103,73450,168,713,91,"OST (국내), Rap / Hip-hop (국외), Ballad (국내)",
또자캣,405,36,152674,377,4241,-,"Ballad (국내), Blues (국내), Folk (국내), R&B / Soul (국내), Rap / Hip-hop (국내), Rock (국내), Electronica (국내), Jazz (국내), OST (국내)",모든 분위기
라피나의방,1470,25,250664,171,10027,29601,"Rap / Hip-hop (국내), R&B / Soul (국내), Rock (국외), R&B / Soul (국외)","어둠, 차분함, 섹시"
조금 𝑱𝑶,392,37,373341,952,10090,1131,"Ballad (국내), Blues (국내), Dance (국내), Folk (국내), R&B / Soul (국내), Rap / Hip-hop (국내), Rock (국내), Electronica (국내), Jazz (국내), OST (국내)",모든 분위기
INTJ의 음악 저장소,412,33,264779,643,8024,1361,"Ballad (국내), Blues (국내), Folk (국내), R&B / Soul (국내), Rap / Hip-hop (국내), Rock (국내), Electronica (국내), Jazz (국내), OST (국내)",모든 분위기
헤뷰,381,22,36557,96,1662,2692,"New Age, 뮤직테라피",모든 분위기
bluecalendar 블루캘린더,404,32,5348,13,167,3158,"Ballad (국내), Blues (국내), Dance (국내), Folk (국내), R&B / Soul (국내), Rap / Hip-hop (국내), Rock (국내), OST (국내)","떠있는 느낌, 몽환, 희망, 차분함, 섹시, 모든 분위기"
Jean 선우,305,23,212859,698,9255,402,Ballad (국내),모든 분위기
테리메리 terry merry,1000,42,686510,687,16345,0,"OST (국외), 뮤직테라피, New Age",여유
인프피터 INFPeter,302,36,42424,140,1178,557,"Ballad (국내), Blues (국내), Dance (국내), Folk (국내), R&B / Soul (국내), Rap / Hip-hop (국내), Rock (국내), Electronica (국내), Jazz (국내), OST (국내)",모든 분위기
발신자표시제한,267,57,51829,194,909,493,"Ballad (국내), Blues (국내), Folk (국내), R&B / Soul (국내), OST (국내)",모든 분위기
JJABJANG,275,27,25394,92,941,208,"New Age, Classic",모든 분위기
TELEPOPz,190,45,27121,143,603,200,New Age,모든 분위기
음악간식,141,125,63558,451,508,12,"Ballad (국내), Blues (국내), Dance (국내), Folk (국내), R&B / Soul (국내), Rap / Hip-hop (국내), Rock (국내), Electronica (국내), Jazz (국내), OST (국내)",모든 분위기
김키키,509,106,466377,916,4400,12317,,
모호빌리지 | Moho Village,144,2,5207,36,2604,16537,,
플리피 𝐏𝐋𝐄𝐄𝐏𝐘,587,14,1147,2,82,-,"Ballad (국내), Pop (국외), R&B / Soul (국외), Rap / Hip-hop (국외)","부드러움, 모든 분위기, 우아한"
헤브어굿원.,129,21,5491,43,261,693,"Ballad (국내), Blues (국내), Dance (국내), Folk (국내), R&B / Soul (국내), Rap / Hip-hop (국내), Rock (국내), Electronica (국내), Jazz (국내), Blues (국외), Country (국외), Electronica (국외), Folk (국외), Pop (국외), EDM (국외), R&B / Soul (국외), Rap / Hip-hop (국외), Rock (국외)",
PLAY_LUCY플레이루시,171,12,46981,275,3915,629,"Jazz (국외), Jazz (국내)",모든 분위기
본때 ʙᴏʀɴᴛᴀᴇ ᴘʟᴀʏʟɪꜱᴛ,39,5,34956,896,6991,1304,"Blues (국외), Country (국외), Electronica (국외), Folk (국외), Pop (국외), EDM (국외), R&B / Soul (국외), Rap / Hip-hop (국외), Rock (국외), CCM (국외), Jazz (국외), OST (국외)",
파랑 波浪,31,15,1143,37,76,16,New Age,모든 분위기
Green Piano,29,24,2916,101,122,8,New Age,모든 분위기
Dayoff,29,26,4340,150,167,18,New Age,모든 분위기
be my blue,27,16,3527,131,220,58,New Age,모든 분위기
Persona,18,13,2231,124,172,288,New Age,모든 분위기
오슬로 O'slow,12,17,2388,199,140,262,New Age,모든 분위기
Piano Library,11,18,1751,159,97,7,New Age,모든 분위기
Low Espresso,8,10,569,71,57,6,New Age,모든 분위기
Gardener 가드너,7,11,202,29,18,47,New Age,모든 분위기
윤유화,3,23,4239,1413,184,28,New Age,모든 분위기
